number_of_rooms,lot_size,house_size,number_of_bathrooms,size_of_the_yard,distance_to_santa_monica,distance_to_malibu,distance_to_closest_freeway_entrance,distance_to_shopping_center,distance_to_the_beach,solar_pannel,number_of_parking_spot,gated,HOA,school_district,price
6,6112,2826,3.6,4646,0.38,21.75,1.54,0.8,0.26,1,4,0,1,7.67,2979458
6,5314,2472,3.5,2854,2.72,22.43,0.33,1.54,1.5,0,4,0,0,7.54,1105963
8,22784,4076,5.5,18988,26.27,8.1,11.82,1.96,0.19,0,6,0,1,8,5842424
6,7919,2367,3.4,5660,3.32,14.62,1.48,1.14,2.57,0,3,0,0,7.51,963669
4,4395,2058,3.1,2207,0.98,17.94,1.24,1.25,0.15,0,4,0,1,7.42,1580592
6,6605,2848,3.7,3714,1.06,21.18,0.99,1.12,0.98,0,5,0,1,7.77,2771082
3,7123,1589,3,6129,2.22,16.25,1.32,1.75,4.07,0,3,0,1,7.44,250000
3,36799,1614,1.4,34914,22.17,4.81,6.75,7.79,0.2,1,3,1,1,7.82,1948292
5,20584,2214,3,18728,19.77,9.32,8.87,3.71,1.34,0,2,0,1,7.63,2440180
6,4656,2594,3.1,2287,2.06,18.18,2.18,1.2,0.37,0,4,1,0,7.94,2348100
6,3169,2986,4.2,0,1.39,20.4,0.69,1.55,3.81,1,4,1,0,8.03,1342003
4,4071,1772,3.1,2923,0.17,21.48,1.3,0.84,0.53,0,3,0,1,7.59,1178049
6,6253,2712,3.8,3691,1.65,13.08,2.4,0.53,1.13,0,4,0,0,7.45,2643997
5,2202,2636,2.9,0,0.29,22.05,1.76,0.68,1.57,1,3,0,1,7.74,2217353
5,3835,2313,3.2,1187,1.01,20.5,2.05,0.39,0.79,0,3,0,1,7.79,1932026
3,6299,1483,2.8,4994,0.65,22.74,0.69,1.33,1.47,0,2,0,0,7.44,589001
3,4553,1074,3.1,3655,2.38,20.85,0.6,1.58,2.3,0,3,0,0,7.47,250000
5,8865,2384,3,5725,3.06,18.17,0.68,0.8,1.14,1,2,0,0,7.84,1007643
4,6908,1995,2.9,5564,0.55,16.25,0.33,0.33,0.67,0,4,0,0,7.62,1661829
6,2877,2775,3.3,565,1.25,23.55,2.5,1.22,0.54,0,5,0,0,7.7,2454894
3,5447,1310,1.9,4863,2.11,25.46,1.72,1.21,3.22,0,3,0,0,7.32,250000
3,3693,1254,2.1,3200,2.43,14.9,1.21,1.35,1.9,1,2,0,0,7.47,250000
3,1942,1153,2,1026,0.11,15.92,0.96,0.25,1.21,0,3,0,0,7.66,250000
5,28210,2063,3,26463,15.8,6.8,12.3,7.85,0.35,0,2,0,1,7.31,2791642
7,4104,2672,3.6,2341,3.87,22.75,0.87,1.55,3.83,0,4,1,0,7.58,1014560
2,2560,1058,1.7,1637,0.87,17.5,1.1,0.12,1.08,0,1,0,0,7.53,250000
4,6275,2728,3.3,3410,2.48,18.35,1.57,1.43,0.78,1,4,1,0,7.81,2557214
2,5406,1002,2.1,4794,1.21,12.02,1.52,0.75,1.66,0,2,0,1,7.83,250000
10,12887,6831,4.7,6232,15.83,4.59,4.23,4.76,0.83,0,6,0,0,8.21,9794804
3,2456,1824,2.7,949,2.42,14.89,1.07,0.76,4.47,1,3,0,0,7.76,250000
4,6757,2576,3,4622,2.39,15.33,1.59,1.13,1.31,0,4,0,0,8.01,2127116
4,6282,1405,3,4509,1.95,22.55,0.78,0.83,1.68,1,3,0,0,7.61,250000
5,6052,2736,4.4,3222,2.6,15.77,1.33,1.09,3.22,0,3,0,0,7.28,1338877
10,9066,6248,4.8,3072,23.57,4.57,13.24,5.86,1.87,1,6,1,1,8.41,8133796
8,5335,3542,3.8,2148,3.55,22.36,0.81,1.4,2.86,1,4,0,0,7.78,2127723
6,7376,2979,3.5,4510,2.25,14.8,1.31,1.12,2.17,0,3,0,0,7.75,1681055
5,2050,2278,3,562,1.55,19,2.25,1.17,1.57,0,3,0,0,7.55,1607844
3,2829,1399,2.8,1583,0.14,20.59,1.18,0.13,0.73,1,3,0,0,7.67,550879
2,3695,1099,1.5,2232,0.85,15.11,1.15,1.27,0.36,0,1,1,0,7.75,250000
3,2924,1556,2.2,2107,0.4,20.65,2.04,0.65,1.27,0,1,0,1,7.64,617034
7,4230,3191,4.7,2315,3.49,18.71,0.73,1.53,1.09,0,4,0,1,7.83,2072555
4,5969,2263,3.1,3867,3.84,16.94,0.37,1.87,1.75,0,3,0,0,7.68,663662
9,33686,4286,5.7,30245,17.98,1.21,7.47,3.87,1.01,1,6,0,1,8.05,7035802
6,5203,2500,3.8,2482,0.78,15.06,1.17,1,0.6,0,4,0,0,7.87,2325816
9,37820,3839,5.3,33606,16.33,5.91,10.18,3.63,1.88,1,6,0,1,7.65,5985494
3,3413,1158,2.2,2860,2.08,17.98,1.06,0.81,1.38,0,2,0,0,7.47,250000
3,9660,1571,1.8,8650,12.03,6.9,8.56,1.54,1.73,0,3,0,1,7.29,1312079
10,7243,4902,5.4,2041,18.31,6.73,5.98,2.52,1.22,1,6,0,0,7.85,6832363
7,5522,3132,4.3,2401,1.42,17.61,1.72,1.2,4.25,1,4,0,0,7.82,1601658
2,5006,1014,1.7,3650,0.44,17.25,2.11,1.13,1.76,0,2,0,0,7.57,250000
8,49455,3582,5.6,46186,23.34,7.59,6.06,6.99,0.97,0,4,1,1,7.9,6010348
5,3775,2033,2.9,2685,0.17,19.12,1.09,0.89,0.12,1,3,1,0,7.96,1537050
8,42709,3957,4.5,39108,14.08,5.03,8.41,6.4,0.89,0,5,0,1,7.93,6077116
9,30579,4319,5.5,27262,19.79,4.02,5.1,1.71,0.44,0,6,0,1,8.02,6467038
6,4292,2556,3.9,1884,0.49,21.06,0.43,0.31,0.58,1,4,0,0,7.99,2310815
2,2235,1529,1.6,0,1.67,14.14,2.1,1.15,1.05,0,2,1,1,8,452238
10,18307,4836,5.9,13367,16.08,7.94,5.54,5.62,0.72,1,6,0,0,7.96,6665829
3,7235,1417,2.4,6074,2.99,16.15,0.55,1.16,2.01,1,2,0,0,7.64,250000
5,6716,2410,3.4,4766,3.24,14.43,1.73,0.6,1.43,1,5,1,0,8.2,1076241
3,2084,1156,2.7,342,1.55,15.42,0.6,0.58,0.44,1,3,0,0,7.35,300098
2,4383,1728,2.4,2203,1.68,23.23,1.07,0.6,1.36,0,3,0,0,7.6,709908
8,2889,2978,5.4,356,2.22,21.12,1.18,0.62,1.32,1,4,0,0,8.19,2867334
2,6339,993,1.9,5284,2.16,12.33,0.64,1.22,1.56,0,2,1,0,7.97,250000
4,6992,1699,2.3,5992,2.27,23.38,2.39,1.15,0.53,0,3,0,0,7.75,908803
5,5223,2445,2.8,2888,0.51,19.16,1.64,0.77,1.72,0,4,0,1,7.7,1963067
5,5064,2178,2.7,2436,1.66,19.85,0.86,0.45,0.73,1,4,0,0,7.77,1617068
4,6226,2038,2.2,4448,2.3,13.22,1.77,1.34,0.6,0,4,0,0,7.56,1521590
5,6072,2409,2.7,4010,2.49,14.07,1.17,1.23,0.47,0,4,1,1,8.01,2076534
5,2293,2912,2.5,0,0.8,16.14,1.01,0.38,0.84,0,5,0,1,7.92,2617437
4,3521,1314,3.4,2226,2.56,21.98,0.47,1.28,4.03,0,3,0,0,7.44,250000
6,6903,2678,3.4,4028,2.66,19.83,0.87,1.85,1.03,1,3,0,1,7.51,1482882
10,49609,4479,6,45789,26.34,9.68,8.71,2.4,1.08,0,5,1,1,8.04,7562477
4,6223,1790,3.7,3984,0.53,13.1,1.44,0.31,1.06,1,3,1,0,7.59,1373528
10,42852,6331,5.4,37140,13.88,4.87,10.76,7.26,0.83,0,6,0,0,8.05,10606060
8,5866,3174,5.2,3318,1.97,22.16,2.37,1.22,1.77,1,5,0,0,7.77,3344672
4,5959,1720,3.3,4999,0.54,15.08,0.38,0.23,1.11,0,3,0,0,7.41,1212301
10,10114,4229,5.2,6657,16.58,6.09,8.28,3.01,0.58,0,5,0,0,8.02,6077713
6,5460,2794,4.5,2084,0.89,18.68,0.95,0.21,0.78,0,3,0,1,7.89,2632977
6,5822,2800,3.4,3258,0.59,20.13,0.72,0.27,1.68,1,3,0,0,7.4,2575673
5,6000,1934,3.9,5187,3.55,14.64,0.34,1.98,3.62,0,2,0,0,7.58,250000
2,4283,1033,2.1,3428,1.89,18.02,1.11,1.46,1.7,0,2,0,0,7.47,250000
2,2960,1353,2.2,2118,2.09,17.11,1.19,0.86,3.39,0,3,0,0,7.58,250000
3,2635,1084,2.1,1625,2.26,16.27,1.41,1.4,2.14,1,3,0,0,7.35,250000
9,15978,3689,4.8,12793,22.24,9.78,7.04,3.66,0.98,0,5,0,0,7.85,5248793
7,2012,2689,4.1,0,0.89,23.17,1.66,0.71,1.06,0,4,0,1,7.75,2525153
6,4352,2970,3.7,1509,2.45,23.65,0.81,0.8,0.54,0,4,0,0,7.66,2917415
7,4707,3085,3.9,2116,1.5,15.89,1.29,1.85,1.5,0,4,0,0,8.27,1759319
10,14236,5078,6,9836,19.34,2.86,10.94,5.61,1.73,0,5,0,1,8.22,7627343
8,22126,3485,4.6,18713,22.68,6.08,4.02,3.05,0.58,0,5,0,0,7.87,4477595
4,4711,1692,2.4,3332,2.06,23.41,1.19,0.17,0.51,0,4,0,0,7.82,877297
6,5330,3147,3,2873,2.1,13.92,1.45,0.69,1.79,0,4,0,1,7.7,3112676
7,5831,3045,3.9,2118,1.46,21.66,1.44,1.57,4.37,0,4,0,1,7.56,1463164
3,7580,1186,1.9,6685,2.91,15.79,1.75,1.82,4.32,0,2,0,0,7.68,250000
5,4035,2614,3.3,1051,3.87,21.21,1.21,1.88,2.8,0,4,0,0,7.73,860143
3,3966,937,2.5,2975,0.35,22.76,2.14,1.28,0.8,0,2,0,1,7.54,250000
4,46620,1695,3,44939,12.13,7.92,9.53,5.99,0.4,0,3,0,1,7.67,2795006
5,5811,2946,2.1,2689,2.05,18.76,2.49,0.2,1.57,0,4,0,0,7.78,2561583
10,51132,5090,5.5,47007,17.28,1.73,6.37,6.85,1.42,0,6,0,0,8.12,8239061
9,7647,4093,5,4522,17.27,5.2,10.06,2.24,1.58,0,6,1,0,8.23,5348289
7,4605,2869,3.6,2498,2.86,17.68,0.68,0.91,1.25,0,5,1,0,8.2,1571736
5,6273,2139,3.2,4309,2.26,14.42,2.36,1.06,1.15,1,1,0,0,7.61,1706450
10,39759,4419,5.1,35189,15.67,7.91,12.05,4.28,0.84,1,6,1,0,8.25,7166775
8,18830,3478,4.5,16123,27.46,1.12,9.24,4.45,1.25,0,4,0,0,7.87,4653361
2,7524,1211,2.7,5944,3.14,15.98,1.38,0.45,3.91,1,2,0,0,7.23,250000
6,8943,2573,3.9,6452,2.37,17.52,0.35,0.61,2.94,1,4,0,0,7.63,1239758
4,4534,1299,3.1,3562,1.41,16.25,2.3,1.43,1.77,1,2,0,0,7.94,271166
6,34280,2617,3.5,31791,26.83,7.78,6.71,6.65,0.76,0,5,0,1,7.75,3746082
8,3374,2964,4,804,0.88,18.14,1.91,0.39,0.53,0,5,0,0,7.86,2922306
10,51231,5737,5,46141,23.63,8.99,11.53,5.31,0.79,0,6,1,0,8.5,9577409
10,36505,6281,4.8,31333,12.4,1.4,7.46,5.26,0.95,0,6,1,1,8.53,9158782
3,4430,1685,2.5,2729,2.21,23.93,0.65,0.13,0.47,0,4,0,1,7.94,879129
6,1882,2485,4.3,0,2.09,13.02,1.27,0.33,1.14,1,3,0,0,7.43,2325713
9,13736,3835,5.2,9778,16.05,6.96,9.49,6.5,0.97,0,5,1,0,8.22,5096403
7,51246,3006,3.7,48116,16.34,5.69,8.18,4.47,0.2,0,4,0,0,7.58,5284960
6,6370,2358,3.6,4703,0.25,23.53,1.82,0.31,1.75,0,2,0,0,7.67,1918106
4,3598,1778,3.2,2904,3.72,21.67,1.67,1.84,1.22,1,3,0,0,7.7,250000
5,5577,2114,3.3,3644,1.03,19.36,2,1.42,0.55,0,3,0,1,8,1637921
4,4109,1402,2.9,2507,3.25,16.81,0.59,1.36,3.76,0,2,0,0,7.36,250000
2,4493,997,1.8,3463,1.1,12.21,0.79,0.64,0.29,0,2,0,0,7.86,250000
6,5022,3068,3.6,2049,0.24,12.72,1.52,1.44,0.47,0,4,0,1,7.93,3126584
5,2254,2287,3.2,273,1.35,18.2,0.54,0.79,0.36,1,3,0,1,7.51,1849480
5,35087,1922,3.7,33174,27,2.02,12.93,7.79,1.77,0,4,0,1,7.89,2566978
6,7469,2946,3.8,5256,1.32,18.36,0.62,1.17,1.21,0,4,0,1,8.09,1756699
10,18001,4653,6,14550,16.94,2.65,5.92,5.02,1.61,1,5,0,0,7.49,7297815
4,5630,1290,3.6,4720,1.5,24.82,0.56,0.29,3.56,0,2,0,0,7.46,250000
10,31439,6302,6.4,25108,22.32,7.71,12.04,5.76,1.52,1,6,0,0,8.35,8786274
10,49305,4867,5.8,45302,21.08,5,6.05,3.31,0.87,0,6,0,0,8.33,7541425
6,5598,2945,4.6,2862,0.91,13.62,1.7,0.61,1.01,0,5,1,0,7.86,3005383
6,2518,2612,3.8,0,2.36,21.68,0.65,1.83,1.95,0,4,1,0,7.91,1114387
6,2440,3037,3.8,0,1.28,16.76,1.57,0.25,0.63,0,4,0,0,7.91,2780898
10,31980,5730,6,26411,26.55,2.06,8.88,5.42,0.73,0,6,0,0,8.02,9054884
7,4555,3069,4.1,2773,3.67,24.05,0.98,0.35,2.3,1,5,0,0,7.9,1703597
4,4654,1607,2.6,2964,1.18,14.51,1.97,0.79,1.03,0,2,0,0,7.59,879850
6,6375,2578,3.7,4721,2.68,23.87,1.5,0.95,3.23,0,5,0,0,7.56,1064727
7,8397,3320,4,5709,3.56,18.5,1.71,1.65,3.98,0,6,0,0,7.67,1866998
6,5536,3080,4,2320,1.69,19.86,0.31,0.82,1.49,0,4,0,1,7.83,3001893
9,42107,3513,4.8,37849,22.11,8.4,12.1,1.38,0.98,1,5,0,0,7.9,5266488
4,5251,1531,2.6,3808,1.4,19.91,1.1,0.75,1.77,0,3,0,0,7.65,250000
4,4884,1990,3.3,3658,1.47,23.04,1.16,0.35,2.32,0,2,0,0,7.71,305553
6,5793,2966,2.9,2890,1.25,12.05,2.24,0.33,0.31,0,5,0,1,7.76,3148488
2,4676,1178,1.8,3234,0.14,21.34,1.19,0.84,1.23,1,2,0,0,7.33,250000
5,5813,1978,3.1,3532,2.1,14.71,1.79,0.27,0.25,0,4,0,0,8.14,1493731
5,3958,1950,3,2830,1.41,25.1,1.36,0.28,2.92,0,2,0,0,7.67,250000
6,8887,2740,4,6183,2.55,24.95,1.53,1.19,2.79,1,4,0,0,7.78,1350093
3,4043,1353,2.6,2314,0.12,16.19,0.63,0.69,1.52,0,4,0,1,7.54,465918
4,4731,1226,3.6,3336,0.11,12.95,1.45,0.99,0.26,0,1,0,0,7.49,566992
10,13825,6388,5.2,8840,13.99,6.58,7.2,3.08,2,1,6,1,1,8.65,8311447
6,3680,2745,3.6,1513,1.61,19.88,0.62,0.76,3.15,0,4,0,0,7.74,1104939
4,2055,1556,2.6,332,2.13,19.83,1.28,0.71,0.89,0,5,1,1,7.75,764794
3,6932,1855,1.7,5003,0.26,16.93,1.01,0.94,0.48,0,4,0,1,7.33,1346651
10,6481,6575,6.1,473,25.85,5.54,6.78,1.04,2,0,6,1,0,8.26,9081654
6,5333,2840,3.2,2751,0.58,17.02,1.66,1.21,1.17,1,3,0,1,7.51,2658092
5,3298,2228,2.4,1871,1.13,14.32,2.08,0.19,1.52,1,2,1,0,7.53,1921648
10,49681,3624,5.9,47486,19.63,2.61,11.55,6.89,1.93,0,4,1,0,8.03,6156936
5,7803,1940,3.6,6252,1.32,25.2,1.7,1,1.76,0,2,0,0,7.81,415465
4,4095,1814,3.3,2889,1.12,14.59,1.35,0.4,2.67,1,3,1,0,8.1,250000
4,4667,1505,2.5,4429,0.78,13.51,1.09,0.77,1.12,0,3,0,1,7.6,795307
3,2388,1396,2.3,1869,1.05,22.73,1.53,0.56,1.37,0,4,0,0,7.81,268271
5,3716,2722,3.2,893,1.3,22.2,1.68,0.98,0.16,0,4,0,0,8.24,2374672
7,5568,3085,4.4,2291,3.8,17.24,0.41,0.97,1.09,0,5,0,0,7.8,1946464
5,4130,2326,2.9,2236,0.55,21.64,0.74,0.11,0.99,0,3,0,0,7.8,1747092
4,3807,2003,2.2,954,0.65,21.55,2.37,0.7,1.66,0,3,0,1,7.71,1181219
6,47229,2473,3.3,45159,13.4,5.01,13.56,6.7,1.17,0,5,1,1,8.04,3746490
10,36618,4215,5.5,33381,23.73,6.68,4.57,6.02,0.87,0,5,0,1,7.98,6757433
7,4145,2900,4.7,1911,0.61,15.54,2.03,1.41,0.26,1,4,0,0,7.69,3100661
5,3021,1798,3.8,1738,1.65,20.06,0.43,0.89,1.96,0,4,0,1,7.8,250000
7,4497,2607,4.4,2114,0.21,12.65,0.77,0.3,0.11,0,4,1,1,7.67,2900218
3,15634,1644,2.7,14159,24.75,5.72,6.46,5.63,1.56,1,3,0,0,7.48,1400490
6,6693,2412,4.3,4713,1.75,21.12,1.05,0.89,0.56,0,4,0,0,7.4,2467901
5,3194,2221,2.5,1585,0.41,23.03,0.69,1.14,0.62,0,4,0,1,7.93,1683878
5,5918,1724,3.1,4342,1.06,15.45,0.57,0.69,0.13,0,2,0,0,7.95,1165367
6,47811,2640,3.9,44903,23.97,5.46,8.51,7.54,1.43,0,3,0,1,7.66,4220786
3,3502,1113,2.5,1834,0.18,17.43,2.37,1.38,1.48,0,2,1,0,7.54,250000
4,2973,1783,2.2,1489,2.36,22.32,2.38,0.27,0.15,0,3,0,0,7.63,1121717
5,29446,2515,3,27079,20.58,4.62,11.87,7.53,1.69,1,4,1,1,8.25,3096986
4,4339,1618,2.5,3577,0.49,19.32,1.57,1.17,1.58,1,2,0,1,7.91,722601
4,7433,1749,2.8,5590,3.11,21.27,0.93,0.88,2.16,0,3,1,0,7.75,250000
5,3259,1902,2.5,1475,2.24,19.85,1.1,0.79,1.49,0,2,1,0,7.67,1135716
2,7096,1209,2.6,6652,1.13,23.59,1.34,1.7,3.37,0,3,0,0,7.87,250000
2,1968,967,1.3,1466,2.36,23.33,0.76,0.31,0.13,0,2,0,1,7.39,250000
4,2785,1461,3.7,1757,1.45,25.27,1.32,0.94,3.88,1,3,0,0,7.35,250000
6,3438,2675,3.7,995,2.12,12.11,0.32,0.3,1.58,1,3,0,1,7.51,2386972
10,37747,5649,6.2,32312,22.77,5.38,11.92,7.79,1.94,0,6,0,0,7.87,8506420
7,4462,2747,4,1194,3.65,15.03,1.78,1.36,1.19,1,5,0,0,7.82,1550034
7,4836,2837,4.3,2516,0.53,13.96,0.65,0.37,0.28,0,4,0,0,8,2786126
2,3245,952,2.4,2825,2.28,21.03,1.34,1.42,0.6,0,2,0,0,7.84,250000
5,5295,2946,3.1,1604,0.53,22.35,0.41,1.03,1.44,0,5,0,0,7.91,2486059
5,1910,2001,3.3,856,1.4,15.3,1.51,0.82,0.69,0,3,0,1,7.87,1448492
2,3716,1091,1.7,2891,1.84,22.13,1.19,0.6,1.22,0,1,0,0,7.78,250000
10,40849,4899,5.3,36926,24.32,2.82,9.96,4.54,0.93,1,6,0,0,8.15,7795424
5,2639,1580,2.8,1101,0.62,23.7,1.1,1.17,1.47,1,2,0,0,7.74,676620
2,8002,1076,1.6,7363,3.31,24.59,0.23,1.21,2.22,0,2,1,0,7.61,250000
5,4666,2218,4,2990,3.58,22.83,0.58,0.77,2.01,0,3,0,0,7.66,675041
5,5444,1966,2.9,3774,3.39,24.18,0.32,0.7,2.78,0,3,0,0,7.48,250000
5,4756,2787,3.5,2069,2.54,15.74,1,1.56,2.04,0,3,0,0,7.78,1242742
7,4455,3086,4.2,806,1.46,24.96,0.73,1.03,4.25,0,5,0,0,7.67,1413829
5,3612,1999,4.2,1514,1.65,18.07,0.63,1.41,1.21,0,3,0,1,7.78,1475891
5,5518,1909,3.8,3493,1.62,15.75,2.14,0.16,1.28,0,3,0,0,7.98,1295306
3,6618,978,1.9,5845,0.2,12.66,0.53,0.78,1.44,0,2,0,0,7.51,250000
6,3948,2617,3.8,1214,2.01,18.39,0.37,1.27,3.29,0,4,1,0,7.94,1031953
2,6207,1229,2.6,5494,0.94,16.16,1.53,0.75,0.88,0,2,0,1,7.46,392081
6,1851,2422,4,0,1.32,13.52,1.49,1.36,0.68,1,3,0,0,7.85,2050463
7,2837,2772,4.2,0,1.27,18.81,0.64,0.37,0.31,1,5,0,0,7.73,2811218
3,2262,1243,2.6,385,2.83,16.19,0.25,1.04,2.16,0,3,0,0,7.74,250000
4,5048,1122,2.1,4252,1.96,13.21,2.2,0.25,1.61,0,2,0,0,7.45,250000
5,4402,2211,3.1,2668,1.5,21.53,0.74,0.89,3.28,0,5,0,0,7.48,553643
8,2655,3115,4.9,0,1.96,14.85,2.42,0.3,1.35,0,3,0,0,7.97,3211244
3,3375,1638,2.2,1728,1.88,20.75,2.1,1.17,1.39,1,3,1,0,7.86,644910
2,7343,1192,1.7,6191,3.41,21.7,0.26,0.76,2.79,0,2,0,0,7.6,250000
8,4968,2655,5,2519,1.35,22.21,0.37,1.75,2.77,0,5,0,0,7.75,1330009
5,1812,2032,3.2,96,1.09,21.31,1.19,1.31,0.26,0,2,1,1,7.82,1582055
8,45692,3391,4.5,42380,13.5,6.74,11.29,1.68,1.14,0,6,0,0,7.83,6184042
6,6760,2490,3.8,3616,3.9,22.74,1.66,0.64,3.5,0,4,0,0,7.82,817821
6,3297,2862,3.9,1642,0.91,23.55,0.89,0.72,0.26,1,4,0,0,7.82,2837925
4,35748,1565,2.9,35079,19.87,7.24,4.26,3.78,0.4,0,3,0,0,7.78,2154904
7,8863,3154,4.9,6029,1.37,20.09,1.65,1.9,2.33,0,5,0,0,7.85,1923719
6,2464,3011,3.2,0,2.4,13.66,0.81,0.93,0.36,1,5,0,0,8.12,2892732
7,2969,3115,3.6,487,0.9,15.22,1.23,0.51,0.26,0,4,0,1,8.01,3258399
5,3045,2768,2.9,1069,0.45,21.75,1.59,1.14,1.2,0,4,0,0,7.58,2401479
10,35620,6573,5.4,30363,25.07,2.08,5.32,7,1.12,0,6,0,0,8.32,9996126
4,5255,1807,2.6,3688,1.47,23.89,1.48,1.48,1.37,0,2,1,0,7.73,1010989
10,27179,4889,5.5,23279,20.85,2.29,10.7,1.13,0.49,0,6,0,1,7.9,7444957
5,6389,2027,2.4,4088,0.49,22.73,2.16,0.13,1.09,0,2,0,0,7.78,1349455
3,5379,1118,1.9,4235,0.65,19.76,0.92,0.85,0.31,0,2,1,0,7.82,250000
2,1931,1015,2.4,1011,1.52,20.04,1.67,0.86,0.4,0,2,1,1,7.62,250000
9,55557,3846,4.9,51946,15.85,6.55,13.55,5.28,1.91,0,5,1,0,7.97,6523932
5,4390,2660,3.5,2085,0.4,19.7,1.46,1.12,0.84,0,4,1,0,7.52,2509596
6,59462,2717,3.4,56553,16.28,7.55,12.9,5.58,1.74,1,4,1,1,7.73,4481764
8,3277,3480,3.9,689,1.48,23.14,0.75,1.23,1.17,0,5,0,0,7.74,2356007
3,2258,1246,2.4,1352,0.12,19.08,2.29,0.31,1.38,0,3,0,0,7.5,250000
7,24841,3070,4.1,22697,21.97,5.77,9.38,2.64,1.92,1,4,0,0,7.59,3995080
3,3334,1454,3,1559,1.03,21.36,1.79,1.8,3.47,0,2,0,0,7.36,250000
3,6778,1142,2.2,5222,1.3,12.75,0.5,0.99,1.17,0,3,0,1,7.5,270987
4,3330,1561,2.5,1484,2.44,21,2.02,0.49,0.1,0,2,1,1,7.88,830374
6,21628,2455,3.2,19269,25.02,3.43,12.47,1.11,1.05,1,3,1,0,7.92,3203133
5,4776,1938,3.3,2862,2.07,16.13,2.22,1.24,1.25,0,2,0,0,7.7,1316862
7,6764,2601,3.5,4263,2.28,23.13,1.95,0.44,1.79,0,4,0,0,8.05,2278366
9,33510,3401,4.9,30810,14.22,5.79,9.53,2.92,1.24,0,5,1,0,7.59,5679378
5,6652,1414,3.6,5184,0.39,21.96,1.57,0.5,0.84,0,3,0,1,7.47,845529
6,8223,3055,3.7,6053,2.75,25.8,0.9,1.72,3.86,1,4,0,0,7.04,1722764
3,5933,1552,2.6,4290,1.65,13.22,2.19,1.13,0.76,0,3,0,0,7.56,855388
7,2183,3191,4.3,0,2.39,13.58,1.03,0.65,0.6,1,5,0,0,7.9,3476702
4,33538,1615,2.6,32173,16.23,9.19,13.62,6.05,0.21,1,3,0,0,7.86,2228173
3,2818,1657,1.9,1789,1.92,12.47,1.2,1.03,0.39,1,2,0,1,8.06,765634
5,36967,1945,2.9,35631,14.25,7.93,6.29,4.9,0.91,0,4,0,0,7.75,2970058
10,6834,6991,6.1,1125,23.06,8.36,7.35,4.46,1.61,1,6,0,0,8.32,9840506
7,2098,2559,4.1,0,0.95,12.85,1.65,0.55,0.68,0,4,0,1,7.8,2468929
3,2745,1435,2.4,1296,0.63,15.77,0.51,1.35,1.6,0,2,0,0,7.35,443105
6,2450,2561,3.7,234,1.75,21.18,1.18,1.66,1.8,0,4,0,0,8.05,974160
4,5732,2081,2.5,3559,1.13,24.39,1.58,1.27,1.94,1,3,1,0,7.85,462782
8,25025,3190,4.2,22506,15.87,1.72,8.6,3.26,1.52,0,3,1,0,7.76,4415783
6,2715,2347,4,175,1.26,18.04,1.3,0.94,1.98,0,3,1,0,7.97,891908
6,4355,2734,3.6,2049,1.09,18.32,0.61,0.6,1.63,1,5,0,1,7.71,1487704
7,4355,3029,4.1,2047,2.28,22.46,0.79,1.12,0.75,0,5,1,1,8.17,3150527
4,28443,2144,2.5,26082,20.63,7.53,5.54,2.41,1.42,0,2,0,1,7.44,2902029
2,4415,977,1.3,2919,2.32,14.68,1.83,1.19,1.51,0,2,0,0,7.23,250000
10,25514,4606,5.8,21678,27.17,4.06,7.58,1.97,1.88,0,6,0,1,7.9,7067466
2,2811,1013,1.5,1792,1.89,12.88,2.38,0.52,1.45,0,2,1,0,7.88,250000
3,16302,1796,2.3,14561,12.14,2.31,4.71,3.39,0.94,0,3,0,0,7.56,1974225
10,31590,4087,5.1,27642,22.32,0.63,4.79,3.15,0.89,1,5,0,1,7.87,5826973
4,2912,1192,2.9,1894,1.1,17.08,1.67,0.9,3.67,0,3,0,0,7.61,250000
7,8040,2473,4.3,6206,3.32,17.53,1,0.23,3.13,0,5,1,0,7.77,1258602
10,31114,5023,6,27016,17.81,7.49,6.54,5.98,0.47,1,6,1,1,8.13,7494654
3,3387,1654,2.3,1840,1.77,15.25,0.93,0.9,0.43,1,3,0,0,7.8,819235
4,15886,2046,3.1,14652,18.19,4.06,12.06,4.18,0.22,0,4,0,0,7.8,2187142
4,2204,2116,3.2,792,3.14,16.24,1.56,1.39,1.02,0,4,0,0,7.37,673658
6,45798,2935,3.4,42222,22.25,4.47,12.6,3.17,0.46,0,4,1,0,7.49,4833705
7,4379,2483,4.9,1522,1.25,18.51,0.58,0.99,2.39,0,4,1,0,7.8,1203529
6,3392,2820,3.6,447,1.28,14.95,2.39,0.28,0.31,1,5,0,0,8.32,2798795
8,7384,3174,4.5,5574,26.12,2.52,5.37,4.95,0.68,0,6,1,1,7.85,3759122
7,25317,3660,4.1,22019,17.83,1.78,7.41,6.58,1.03,0,5,0,1,8.15,4916540
4,3085,2207,3.4,1434,0.11,12.21,0.61,0.41,1,0,3,0,1,7.67,1769332
5,20622,2944,4.5,18128,19.74,2.46,13.93,1.11,0.96,1,4,0,1,7.91,3831469
4,5694,1620,3.3,4254,2.32,17.34,2.15,0.98,1.76,0,2,0,1,7.5,847779
2,2838,1054,1.8,1980,0.91,12.98,1.49,0.13,1.7,0,3,1,1,7.79,250000
9,53302,3464,4.8,49775,27.57,7.15,7.7,3.98,1.41,1,5,0,1,7.92,5646251
